StudentID,Name,Section,Gender,Age,StudyHours,AttendancePercent,Marks,Midterm,Final,ExtraCurricular
S00401,Alex Silva,D,M,17,1.33,86.2,9,0,1,No
S00402,Jamie Ali,A,M,15,4.8,87.9,33,8,19,No
S00403,Hayden Chen,C,F,14,7.5,93.8,54,39,21,No
S00404,Robin Smith,C,F,17,7.6,81.5,38,18,21,No
S00405,Sam Martinez,D,O,18,2.74,97.0,42,19,19,No
S00406,Hayden Iyer,B,F,17,8.79,85.0,35,21,10,Yes
S00407,Jordan Khan,C,M,14,0.71,89.8,7,0,12,Yes
S00408,Hayden Singh,D,M,19,9.43,78.2,50,23,35,Yes
S00409,Charlie Shah,B,M,19,2.04,93.0,18,8,9,Yes
S00410,Casey Nguyen,A,M,17,5.32,98.1,28,10,21,No
S00411,Charlie Brown,B,F,16,9.19,84.4,55,32,42,No
S00412,Jordan Garcia,A,M,17,6.36,80.2,39,16,26,No
S00413,Taylor Müller,D,M,15,8.45,89.9,51,14,31,No
S00414,Parker Kumar,B,M,15,7.86,98.2,53,22,30,Yes
S00415,Blake Kumar,D,F,19,9.86,77.9,49,24,31,No
S00416,Avery Lopez,A,M,16,9.19,80.3,37,11,18,No
S00417,Drew Chen,C,M,14,4.64,84.8,23,5,11,No
S00418,Sydney Brown,C,M,15,7.9,82.3,46,17,28,No
S00419,Charlie Das,A,F,19,1.42,82.3,13,13,4,Yes
S00420,Jamie Silva,C,F,18,5.83,73.3,31,11,15,No
S00421,Blake Shah,C,M,19,8.46,92.1,56,34,31,Yes
S00422,Blake Iyer,B,M,15,6.4,90.4,36,13,27,Yes
S00423,Morgan Johnson,B,M,15,7.34,76.1,39,20,15,No
S00424,Quinn Singh,C,F,19,5.36,98.2,43,17,28,Yes
S00425,Riley Garcia,B,M,14,9.39,99.8,58,31,37,No
S00426,Riley Müller,A,F,17,5.76,82.7,24,4,18,No
S00427,Jordan Smith,B,F,15,4.6,96.2,26,16,9,No
S00428,Alex Das,B,M,19,8.66,84.0,56,26,21,No
S00429,Sydney Kumar,B,M,19,1.78,89.3,28,9,19,No
S00430,Hayden Brown,D,F,16,7.5,82.1,52,22,30,No
S00431,Sam Garcia,A,F,17,2.87,100.0,28,22,21,Yes
S00432,Jamie Brown,C,O,18,9.83,85.9,46,22,21,No
S00433,Sydney Singh,C,M,14,5.22,88.9,34,11,23,No
S00434,Avery Martinez,D,M,18,6.4,83.2,50,15,34,No
S00435,Charlie Johnson,B,F,17,7.24,100.0,53,27,29,Yes
S00436,Parker Iyer,A,M,17,0.21,100.0,11,6,9,No
S00437,Kendall Garcia,A,M,17,4.05,99.4,37,21,23,No
S00438,Casey Martinez,C,O,18,9.13,94.7,45,11,20,Yes
S00439,Casey Singh,D,O,17,8.6,83.6,43,12,27,No
S00440,Sam Smith,D,M,19,6.85,93.8,35,23,29,Yes
S00441,Jamie Kumar,D,F,18,1.95,88.0,21,11,12,No
S00442,Charlie Brown,D,F,17,7.76,97.2,55,28,21,Yes
S00443,Sydney Iyer,A,F,19,8.14,95.8,50,17,23,No
S00444,Sydney Brown,B,M,16,6.14,83.5,29,7,5,Yes
S00445,Drew Martinez,C,M,17,9.67,94.6,58,32,40,No
S00446,Peyton Müller,A,F,18,3.95,92.8,25,17,18,No
S00447,Hayden Chen,D,M,15,4.47,68.6,15,0,5,No
S00448,Jordan Kumar,D,M,17,0.0,93.6,12,0,0,No
S00449,Sam Das,C,F,15,8.76,85.0,44,19,19,Yes
S00450,Robin Kumar,B,F,19,6.94,81.8,27,7,11,Yes
S00451,Quinn Patel,B,F,16,0.95,82.1,0,0,1,Yes
S00452,Jordan Garcia,B,F,14,0.72,87.1,0,0,0,Yes
S00453,Charlie Silva,D,F,16,3.38,91.4,27,9,23,Yes
S00454,Alex Martinez,A,F,17,8.38,78.4,46,14,21,Yes
S00455,Charlie Shah,A,M,15,5.1,89.3,34,9,10,No
S00456,Riley Ali,B,F,15,3.59,92.0,31,16,10,No
S00457,Peyton Chen,C,M,18,2.98,100.0,36,16,20,No
S00458,Quinn Smith,B,M,15,2.85,80.5,14,9,3,No
S00459,Charlie Das,B,F,18,0.2,85.6,10,0,4,No
S00460,Hayden Singh,C,F,19,2.38,89.8,7,3,1,No
S00461,Hayden Jones,B,F,14,2.79,96.0,35,28,25,No
S00462,Parker Williams,C,M,17,8.05,85.9,37,14,17,Yes
S00463,Robin Iyer,C,F,18,5.5,96.4,32,19,15,No
S00464,Riley Williams,A,F,14,3.52,74.4,15,12,13,No
S00465,Parker Ali,C,M,15,12.93,79.2,56,30,27,No
S00466,Jamie Khan,B,F,15,4.01,90.4,28,14,18,No
S00467,Kendall Shah,C,F,14,9.5,78.1,52,27,31,Yes
S00468,Sydney Singh,B,F,15,10.86,79.8,57,30,32,Yes
S00469,Robin Martinez,C,M,19,1.29,84.3,0,4,0,No
S00470,Robin Iyer,A,O,19,6.22,93.4,56,18,38,Yes
S00471,Drew Lopez,B,M,14,4.45,74.7,29,3,29,Yes
S00472,Alex Müller,B,M,18,4.2,89.2,50,13,28,No
S00473,Sydney Das,B,F,18,7.67,95.2,42,17,17,Yes
S00474,Sam Johnson,C,F,14,4.13,86.6,35,19,19,Yes
S00475,Peyton Jones,A,F,18,4.51,85.4,35,9,25,No
S00476,Blake Ali,A,F,18,5.5,90.8,33,20,14,No
S00477,Sydney Shah,A,F,19,4.88,86.7,42,16,22,No
S00478,Morgan Martinez,A,M,18,2.48,97.7,20,6,13,No
S00479,Kendall Nguyen,C,F,16,8.39,80.2,43,14,31,Yes
S00480,Jamie Chen,B,F,17,9.15,87.6,25,0,18,No
S00481,Hayden Iyer,D,F,15,7.03,89.4,46,22,30,No
S00482,Alex Kumar,A,M,16,4.87,85.4,20,19,8,No
S00483,Avery Smith,D,F,18,3.88,67.9,14,6,10,Yes
S00484,Jamie Müller,C,F,19,3.89,86.9,18,0,6,No
S00485,Alex Müller,C,M,14,13.07,94.3,72,37,45,Yes
S00486,Parker Singh,D,F,18,8.81,93.4,57,16,38,No
S00487,Avery Iyer,B,M,19,3.48,90.5,26,4,18,Yes
S00488,Sydney Iyer,D,O,17,6.49,80.3,42,17,21,Yes
S00489,Casey Ali,C,F,18,4.91,90.8,43,20,22,Yes
S00490,Jamie Lopez,D,M,14,7.75,84.0,41,12,33,Yes
S00491,Quinn Das,A,F,19,7.63,90.5,43,18,22,No
S00492,Hayden Ali,A,O,19,9.25,88.9,61,32,40,No
S00493,Avery Chen,B,M,19,3.45,81.2,30,19,19,No
S00494,Kendall Nguyen,D,M,17,6.31,81.8,42,26,21,Yes
S00495,Drew Johnson,D,M,18,0.75,90.5,4,13,0,Yes
S00496,Blake Lopez,D,F,17,2.23,86.5,21,14,13,Yes
S00497,Casey Singh,D,F,15,8.65,82.1,49,21,27,Yes
S00498,Quinn Das,B,F,15,3.15,81.5,29,18,27,No
S00499,Robin Lopez,C,F,18,3.48,85.9,19,11,5,No
S00500,Quinn Patel,B,M,17,5.98,99.0,28,16,29,Yes
S00501,Jamie Brown,C,M,14,8.08,84.3,52,24,31,No
S00502,Charlie Silva,C,F,19,2.82,87.9,1,0,3,No
S00503,Hayden Nguyen,C,F,19,0.0,88.7,2,0,0,Yes
S00504,Sydney Müller,D,F,18,3.39,80.1,13,5,9,No
S00505,Hayden Jones,B,M,15,9.62,75.7,42,20,26,No
S00506,Robin Müller,C,M,15,7.03,80.8,33,11,24,Yes
S00507,Kendall Khan,A,M,19,9.97,89.7,67,33,31,Yes
S00508,Sydney Williams,C,M,18,2.6,88.6,27,25,23,Yes
S00509,Morgan Garcia,B,O,17,1.08,92.9,13,0,9,Yes
S00510,Charlie Khan,D,M,15,7.39,88.7,53,27,33,Yes
S00511,Avery Das,A,F,17,6.72,87.2,32,14,16,No
S00512,Sam Williams,C,M,15,6.92,83.8,31,17,11,Yes
S00513,Hayden Khan,D,M,15,8.8,94.2,61,25,34,No
S00514,Drew Nguyen,B,M,16,7.27,81.6,46,20,26,No
S00515,Hayden Shah,B,M,15,7.22,80.2,36,17,11,No
S00516,Casey Lopez,A,F,14,8.15,92.0,40,16,27,Yes
S00517,Charlie Williams,A,M,18,7.51,78.7,53,15,35,No
S00518,Taylor Chen,C,M,18,8.57,100.0,41,17,18,Yes
S00519,Taylor Lopez,D,F,17,9.03,88.6,48,13,20,No
S00520,Sydney Patel,D,M,15,10.6,90.4,63,32,33,No
S00521,Casey Das,B,M,14,4.05,82.3,40,7,22,No
S00522,Casey Singh,B,F,17,7.44,85.8,47,27,24,Yes
S00523,Hayden Martinez,C,M,16,4.89,85.0,34,18,18,No
S00524,Robin Kumar,C,F,17,3.5,84.2,19,11,12,Yes
S00525,Drew Singh,B,F,17,3.93,92.4,33,2,10,Yes
S00526,Robin Müller,B,F,15,7.48,84.9,44,18,17,Yes
S00527,Drew Williams,D,M,16,7.25,95.1,34,22,2,No
S00528,Hayden Müller,D,O,17,7.2,100.0,54,21,35,No
S00529,Sam Kumar,D,M,14,5.32,85.9,41,12,23,Yes
S00530,Jordan Garcia,C,M,14,6.01,89.1,44,16,30,Yes
S00531,Jamie Garcia,D,M,18,8.45,90.7,51,23,21,No
S00532,Jordan Das,A,F,16,1.53,100.0,12,0,7,No
S00533,Taylor Iyer,A,F,16,6.07,87.4,19,16,12,No
S00534,Sydney Smith,D,M,18,6.27,82.2,37,16,17,No
S00535,Jamie Patel,D,M,17,8.26,79.1,54,21,20,No
S00536,Sam Williams,B,M,16,1.95,87.6,25,3,24,No
S00537,Sam Brown,B,F,14,10.49,84.9,65,32,44,No
S00538,Cameron Jones,C,M,14,6.64,100.0,45,23,22,No
S00539,Parker Nguyen,A,M,15,6.8,100.0,55,20,33,No
S00540,Avery Lopez,A,F,16,4.8,80.8,36,3,17,No
S00541,Parker Silva,C,M,17,7.61,83.0,40,20,16,No
S00542,Riley Smith,D,F,18,6.14,88.5,44,19,35,No
S00543,Riley Singh,D,M,18,9.63,97.8,55,27,20,Yes
S00544,Blake Khan,C,F,17,1.68,88.4,20,21,9,No
S00545,Blake Garcia,A,M,19,6.53,83.5,28,12,16,No
S00546,Hayden Silva,A,F,15,7.23,87.6,33,12,28,No
S00547,Casey Garcia,D,F,18,5.44,83.6,41,12,28,No
S00548,Sydney Martinez,B,M,16,4.79,92.2,40,16,12,No
S00549,Sydney Martinez,C,M,15,4.91,83.0,35,17,19,No
S00550,Alex Chen,C,F,16,6.52,84.4,39,18,22,No
S00551,Jamie Müller,D,M,14,0.57,96.1,0,10,0,Yes
S00552,Riley Singh,C,M,15,8.9,82.6,49,25,31,No
S00553,Sydney Jones,A,M,18,4.56,77.9,30,13,8,Yes
S00554,Charlie Brown,D,M,15,6.38,88.7,35,12,17,No
S00555,Parker Martinez,A,F,15,7.1,85.5,36,18,23,No
S00556,Sydney Brown,B,F,15,4.42,91.6,42,13,27,No
S00557,Morgan Khan,C,F,19,5.61,90.2,36,17,21,Yes
S00558,Hayden Iyer,C,F,15,0.0,87.8,11,8,4,No
S00559,Avery Khan,A,F,16,8.2,87.6,54,23,29,No
S00560,Charlie Jones,D,F,14,9.24,82.8,43,16,28,No
S00561,Charlie Brown,D,M,17,0.9,88.6,13,0,7,No
S00562,Jamie Patel,C,F,15,4.78,94.2,44,27,18,No
S00563,Drew Martinez,A,F,18,2.31,81.2,31,16,10,No
S00564,Alex Silva,B,F,15,5.47,88.0,35,18,10,Yes
S00565,Sam Kumar,A,F,18,7.95,95.3,48,12,35,No
S00566,Hayden Brown,D,M,16,8.96,91.5,56,33,36,No
S00567,Avery Kumar,C,F,18,9.37,97.2,60,24,32,Yes
S00568,Cameron Garcia,C,M,17,9.93,84.0,66,28,34,No
S00569,Morgan Kumar,C,M,14,5.33,75.2,21,3,8,No
S00570,Quinn Nguyen,B,M,18,2.56,89.4,18,0,16,Yes
S00571,Taylor Shah,B,M,18,5.66,90.5,28,20,27,Yes
S00572,Jamie Chen,D,M,14,7.9,97.6,42,27,19,No
S00573,Sam Silva,A,F,17,2.32,96.3,25,10,21,No
S00574,Cameron Nguyen,A,F,15,10.98,91.8,70,27,39,No
S00575,Jordan Brown,A,M,18,8.69,93.4,48,19,25,No
S00576,Robin Das,B,M,14,5.38,86.7,40,16,31,No
S00577,Riley Johnson,C,M,16,3.87,79.5,32,7,18,No
S00578,Casey Müller,D,M,14,3.99,88.8,43,18,25,No
S00579,Cameron Lopez,D,F,16,6.22,94.9,42,20,25,Yes
S00580,Peyton Martinez,B,F,17,5.31,92.6,30,20,7,No
S00581,Riley Martinez,B,F,15,8.85,93.8,46,21,27,No
S00582,Hayden Brown,C,O,14,4.97,85.0,22,0,9,No
S00583,Robin Iyer,C,F,19,7.52,86.1,54,26,21,No
S00584,Sydney Singh,B,F,18,5.91,91.4,26,10,11,No
S00585,Casey Garcia,D,M,17,6.81,84.2,49,30,24,Yes
S00586,Drew Müller,C,M,14,5.31,84.4,25,20,20,Yes
S00587,Cameron Singh,C,M,18,8.12,90.1,43,28,17,No
S00588,Drew Patel,D,M,14,8.17,93.3,49,19,22,Yes
S00589,Quinn Müller,C,M,16,7.38,86.6,38,29,22,No
S00590,Taylor Chen,D,M,14,7.82,79.9,51,25,20,No
S00591,Cameron Martinez,A,M,19,3.17,82.8,35,26,15,No
S00592,Charlie Khan,C,F,14,6.97,89.4,37,14,10,No
S00593,Cameron Iyer,C,O,14,9.75,89.3,53,22,35,Yes
S00594,Avery Ali,A,F,19,7.47,89.7,44,21,22,Yes
S00595,Alex Kumar,D,F,17,2.91,91.6,28,14,15,Yes
S00596,Kendall Williams,C,F,14,5.85,88.0,35,23,25,No
S00597,Blake Garcia,A,M,19,7.12,89.9,55,23,26,No
S00598,Jordan Chen,D,F,18,3.73,87.7,35,23,17,Yes
S00599,Jamie Das,C,F,16,1.93,96.0,11,9,0,No
S00600,Taylor Nguyen,B,M,16,5.05,98.0,41,17,16,Yes
S00601,Sam Shah,A,M,14,3.78,79.7,35,20,14,Yes
S00602,Jamie Ali,D,F,17,5.96,86.2,32,12,15,No
S00603,Taylor Iyer,B,M,17,1.23,88.2,11,19,4,No
S00604,Avery Müller,D,M,18,7.69,86.1,41,2,24,No
S00605,Casey Khan,B,F,14,4.1,100.0,28,17,10,Yes
S00606,Sydney Jones,B,M,16,8.99,89.6,39,7,23,No
S00607,Kendall Das,A,M,17,5.17,82.4,20,8,14,Yes
S00608,Charlie Nguyen,A,F,14,5.92,92.2,39,17,19,Yes
S00609,Parker Iyer,B,F,17,5.48,89.9,47,30,21,No
S00610,Hayden Kumar,A,F,19,3.94,90.1,23,6,13,No
S00611,Parker Martinez,D,M,17,13.42,100.0,74,41,39,Yes
S00612,Sam Jones,C,M,16,4.51,90.5,44,13,26,No
S00613,Morgan Chen,D,F,15,9.07,85.9,43,27,33,Yes
S00614,Sydney Garcia,B,F,18,2.72,74.3,2,0,2,No
S00615,Cameron Iyer,D,M,18,7.12,86.8,36,17,16,No
S00616,Cameron Müller,B,F,16,7.44,97.1,43,17,18,No
S00617,Cameron Shah,D,M,17,5.93,87.4,23,18,8,Yes
S00618,Drew Martinez,D,F,14,4.29,72.3,21,16,3,No
S00619,Morgan Iyer,A,F,17,5.21,84.5,39,20,27,No
S00620,Sydney Singh,B,O,16,4.79,94.9,24,4,0,Yes
S00621,Morgan Kumar,B,M,18,13.21,91.8,75,29,44,Yes
S00622,Alex Shah,C,F,17,5.93,82.1,38,11,16,No
S00623,Robin Garcia,D,F,18,7.57,84.0,43,6,21,No
S00624,Casey Silva,D,M,14,11.34,85.1,64,36,30,No
S00625,Morgan Singh,C,O,18,3.37,83.4,24,9,22,No
S00626,Kendall Johnson,B,M,18,6.11,73.8,26,10,14,No
S00627,Charlie Johnson,D,M,15,5.19,93.3,47,30,31,No
S00628,Avery Williams,C,F,15,5.74,96.8,49,19,35,Yes
S00629,Casey Kumar,C,M,19,5.46,77.4,40,13,23,Yes
S00630,Alex Martinez,C,O,15,3.8,96.7,38,16,14,No
S00631,Casey Nguyen,D,F,18,6.59,87.3,27,5,14,Yes
S00632,Kendall Martinez,B,M,16,2.81,96.6,32,16,13,No
S00633,Riley Iyer,B,F,18,8.97,88.3,57,23,28,No
S00634,Alex Nguyen,C,F,16,7.87,88.9,35,13,19,Yes
S00635,Alex Jones,C,M,16,4.52,90.6,29,9,15,Yes
S00636,Avery Silva,B,F,15,4.67,82.5,31,13,20,No
S00637,Robin Patel,C,F,17,6.83,96.4,58,27,35,No
S00638,Riley Martinez,C,M,14,3.6,80.2,28,9,15,Yes
S00639,Sam Nguyen,B,M,15,11.44,85.2,56,23,33,No
S00640,Parker Lopez,D,M,15,7.07,91.7,58,26,29,No
S00641,Taylor Singh,C,M,17,7.18,84.4,42,18,31,No
S00642,Hayden Chen,D,M,14,8.04,93.4,48,22,23,Yes
S00643,Cameron Lopez,C,M,18,4.26,97.6,30,9,24,No
S00644,Charlie Iyer,C,M,19,9.27,95.1,43,25,15,No
S00645,Sydney Lopez,C,F,19,6.34,74.4,33,15,16,No
S00646,Avery Kumar,A,M,18,8.85,88.9,56,22,29,Yes
S00647,Sam Lopez,D,F,15,5.41,95.2,34,17,20,Yes
S00648,Jamie Chen,D,M,14,9.95,78.8,57,25,37,No
S00649,Alex Shah,C,M,15,7.2,93.1,38,7,13,No
S00650,Hayden Khan,B,F,16,12.55,92.7,71,34,32,Yes
S00651,Parker Iyer,C,O,15,4.89,79.5,31,8,9,No
S00652,Hayden Chen,A,F,15,6.61,93.8,44,25,32,No
S00653,Jordan Singh,C,M,18,2.91,89.9,10,3,7,Yes
S00654,Robin Kumar,A,O,18,4.41,92.6,28,17,9,Yes
S00655,Casey Singh,C,F,18,7.86,81.2,57,22,29,No
S00656,Casey Martinez,D,F,19,9.39,89.1,51,23,35,No
S00657,Blake Silva,C,O,16,14.9,76.1,77,42,41,No
S00658,Kendall Williams,D,F,18,5.71,72.1,29,11,14,Yes
S00659,Drew Kumar,B,M,14,3.2,89.0,36,13,15,No
S00660,Peyton Brown,B,F,19,8.26,95.7,62,32,28,Yes
S00661,Sydney Lopez,C,M,17,2.62,89.8,27,16,22,No
S00662,Blake Das,C,F,14,7.69,87.6,38,14,31,No
S00663,Taylor Iyer,B,F,14,4.49,86.7,32,2,12,No
S00664,Kendall Johnson,A,F,18,6.63,81.4,42,15,32,No
S00665,Parker Chen,B,F,17,9.27,86.4,47,25,23,No
S00666,Avery Das,B,F,17,5.67,91.0,30,9,20,Yes
S00667,Robin Chen,A,F,19,8.8,85.0,64,29,44,No
S00668,Drew Das,B,M,17,8.62,93.3,50,19,27,Yes
S00669,Taylor Williams,B,M,16,0.41,89.4,23,0,11,No
S00670,Parker Williams,A,M,18,3.3,90.2,33,11,23,No
S00671,Quinn Jones,A,F,17,1.31,94.2,19,13,4,Yes
S00672,Casey Ali,D,F,19,12.01,84.3,69,17,45,No
S00673,Jordan Singh,C,M,16,5.68,92.6,26,13,15,No
S00674,Jordan Singh,D,F,15,11.34,85.3,64,22,32,No
S00675,Parker Iyer,A,M,15,1.1,90.4,25,15,10,Yes
S00676,Cameron Nguyen,B,F,16,4.28,83.5,32,19,9,Yes
S00677,Kendall Shah,A,M,19,8.4,81.6,48,21,23,No
S00678,Charlie Müller,B,F,16,6.54,88.6,54,23,28,Yes
S00679,Kendall Williams,D,M,18,7.6,74.8,38,12,15,No
S00680,Taylor Das,D,M,18,2.24,85.9,13,0,7,No
S00681,Cameron Das,D,F,15,10.13,76.8,55,35,33,No
S00682,Sam Brown,B,F,17,8.33,93.5,57,20,30,No
S00683,Blake Brown,C,F,19,7.2,95.4,32,24,22,Yes
S00684,Cameron Iyer,C,M,15,3.94,82.0,27,7,10,Yes
S00685,Charlie Lopez,C,F,17,6.97,91.0,50,26,34,No
S00686,Morgan Nguyen,A,M,17,5.13,94.3,33,8,19,No
S00687,Hayden Garcia,A,M,18,1.05,94.3,24,14,22,No
S00688,Taylor Jones,B,F,14,5.85,89.5,42,17,38,No
S00689,Kendall Jones,A,M,14,5.53,93.1,54,22,27,Yes
S00690,Taylor Martinez,B,M,16,9.19,83.5,45,24,22,No
S00691,Charlie Garcia,D,M,18,0.0,88.6,14,3,6,No
S00692,Parker Müller,B,M,17,6.71,84.7,31,5,21,No
S00693,Blake Kumar,A,F,19,2.53,82.9,5,7,11,No
S00694,Kendall Patel,D,M,14,6.96,88.3,26,5,10,No
S00695,Blake Martinez,D,F,17,7.12,90.4,48,25,29,No
S00696,Alex Smith,B,F,14,5.74,96.1,41,24,22,Yes
S00697,Quinn Brown,C,F,14,8.42,89.9,46,18,29,Yes
S00698,Robin Jones,A,M,14,2.26,92.5,6,10,12,Yes
S00699,Alex Smith,A,F,19,9.32,92.6,50,25,26,No
S00700,Casey Silva,C,M,18,3.88,100.0,31,10,7,No
